date,volume_of_trades,strike,expiration_date,options_close_price,options_volume,count,bid,bid_size,ask,ask_size,open_interest,delta,theta,vega,rho,epsilon,lambda,gamma,d1,d2,implied_vol,iv_error,stock_close,stock_high,stock_low,stock_open,stock_traded_volume,divCash,reported_estimate_eps_percent_diff,vix-open,vix-high,vix-low,vix-close,pos_em_count,neg_em_count,em_total_count,pos_nem_count,neu_em_count,neu_nem_count,neg_nem_count,nem_total_count,pos_total_count,neu_total_count,neg_total_count,total_count,article_sentiment,article_count,previous_price,log_return,7_day_vol,7_day_vol_target,forecasted_implied_vol_diff
2022-08-03,46548403460.0,118,23 days,3.64,167,73,3.45,4,3.6,3,396.0,0.5262,-0.0799,11.7995,3.6859,-3.9153,17.0711,0.0451,0.0657,-0.0089,0.3159,0.0,117.6526253098,118.1906708524,115.0620356604,115.2912032063,28499014,0.0,0.0,23.86,23.92,21.68,21.95,116.0,38.0,187.0,217.0,33.0,77.0,125.0,419.0,333.0,110.0,163.0,606.0,0.0,0.0,3.64,0.0,,0.07659504198028602,-0.22080495801971398
2022-08-03,20260626010.0,118,2 days,1.13,11914,1801,1.13,4,1.19,3,3137.0,0.5185,-0.2741,3.4832,0.3292,-0.3354,54.1594,0.1468,0.0464,0.0234,0.2893,0.0004,117.6526253098,118.1906708524,115.0620356604,115.2912032063,28499014,0.0,0.0,23.86,23.92,21.68,21.95,116.0,38.0,187.0,217.0,33.0,77.0,125.0,419.0,333.0,110.0,163.0,606.0,0.0,0.0,1.13,0.0,,0.32554166687690933,0.015041666876909332
2022-08-03,20260626010.0,118,16 days,2.95,3346,439,2.9,4,2.95,4,1536.0,0.5231,-0.0927,9.8461,2.5785,-2.7078,20.934,0.0556,0.058,-0.0025,0.2941,0.0002,117.6526253098,118.1906708524,115.0620356604,115.2912032063,28499014,0.0,0.0,23.86,23.92,21.68,21.95,116.0,38.0,187.0,217.0,33.0,77.0,125.0,419.0,333.0,110.0,163.0,606.0,0.0,0.0,2.95,0.0,,0.11791555484941948,-0.17138444515058052
2022-08-03,20260626010.0,118,30 days,4.12,271,34,4.0,20,4.1,4,103.0,0.5289,-0.0697,13.4697,4.7945,-5.1331,15.16,0.0399,0.0725,-0.0118,0.3093,0.0,117.6526253098,118.1906708524,115.0620356604,115.2912032063,28499014,0.0,0.0,23.86,23.92,21.68,21.95,116.0,38.0,187.0,217.0,33.0,77.0,125.0,419.0,333.0,110.0,163.0,606.0,0.0,0.0,4.12,0.0,,0.14751893532952504,-0.14658106467047494
2022-08-03,20260626010.0,118,9 days,2.36,2190,410,2.2,4,2.26,4,1332.0,0.5198,-0.1306,7.3879,1.4554,-1.5136,26.006,0.0694,0.0498,0.0012,0.2974,0.0002,117.6526253098,118.1906708524,115.0620356604,115.2912032063,28499014,0.0,0.0,23.86,23.92,21.68,21.95,116.0,38.0,187.0,217.0,33.0,77.0,125.0,419.0,333.0,110.0,163.0,606.0,0.0,0.0,2.36,0.0,,0.11616520586158935,-0.19313479413841067
2022-08-03,20260626010.0,118,23 days,3.64,167,73,3.45,4,3.6,3,396.0,0.5262,-0.0799,11.7995,3.6859,-3.9153,17.0711,0.0451,0.0657,-0.0089,0.3105,0.0,117.6526253098,118.1906708524,115.0620356604,115.2912032063,28499014,0.0,0.0,23.86,23.92,21.68,21.95,116.0,38.0,187.0,217.0,33.0,77.0,125.0,419.0,333.0,110.0,163.0,606.0,0.0,0.0,3.64,0.0,,0.07659504198028602,-0.22080495801971398
2022-08-03,58608508332.0,118,2 days,1.13,11914,1801,1.13,4,1.19,3,3137.0,0.5185,-0.2741,3.4832,0.3292,-0.3354,54.1594,0.1468,0.0464,0.0234,0.2893,0.0004,117.6526253098,118.1906708524,115.0620356604,115.2912032063,28499014,0.0,0.0,23.86,23.92,21.68,21.95,116.0,38.0,187.0,217.0,33.0,77.0,125.0,419.0,333.0,110.0,163.0,606.0,0.0,0.0,1.13,0.0,,0.4497381410078657,0.1392381410078657
2022-08-03,58608508332.0,118,16 days,2.95,3346,439,2.9,4,2.95,4,1536.0,0.5231,-0.0927,9.8461,2.5785,-2.7078,20.934,0.0556,0.058,-0.0025,0.2941,0.0002,117.6526253098,118.1906708524,115.0620356604,115.2912032063,28499014,0.0,0.0,23.86,23.92,21.68,21.95,116.0,38.0,187.0,217.0,33.0,77.0,125.0,419.0,333.0,110.0,163.0,606.0,0.0,0.0,2.95,0.0,,0.11441022980099323,-0.17488977019900676
2022-08-03,58608508332.0,118,30 days,4.12,271,34,4.0,20,4.1,4,103.0,0.5289,-0.0697,13.4697,4.7945,-5.1331,15.16,0.0399,0.0725,-0.0118,0.3093,0.0,117.6526253098,118.1906708524,115.0620356604,115.2912032063,28499014,0.0,0.0,23.86,23.92,21.68,21.95,116.0,38.0,187.0,217.0,33.0,77.0,125.0,419.0,333.0,110.0,163.0,606.0,0.0,0.0,4.12,0.0,,0.1757015049744955,-0.11839849502550448
2022-08-03,58608508332.0,118,9 days,2.36,2190,410,2.2,4,2.26,4,1332.0,0.5198,-0.1306,7.3879,1.4554,-1.5136,26.006,0.0694,0.0498,0.0012,0.2974,0.0002,117.6526253098,118.1906708524,115.0620356604,115.2912032063,28499014,0.0,0.0,23.86,23.92,21.68,21.95,116.0,38.0,187.0,217.0,33.0,77.0,125.0,419.0,333.0,110.0,163.0,606.0,0.0,0.0,2.36,0.0,,0.17924070655341215,-0.13005929344658787
2022-08-03,58608508332.0,118,23 days,3.64,167,73,3.45,4,3.6,3,396.0,0.5262,-0.0799,11.7995,3.6859,-3.9153,17.0711,0.0451,0.0657,-0.0089,0.3159,0.0,117.6526253098,118.1906708524,115.0620356604,115.2912032063,28499014,0.0,0.0,23.86,23.92,21.68,21.95,116.0,38.0,187.0,217.0,33.0,77.0,125.0,419.0,333.0,110.0,163.0,606.0,0.0,0.0,3.64,0.0,,0.07622306435960834,-0.22117693564039165
2022-08-03,16354348857.0,118,2 days,1.13,11914,1801,1.13,4,1.19,3,3137.0,0.5185,-0.2741,3.4832,0.3292,-0.3354,54.1594,0.1468,0.0464,0.0234,0.2893,0.0004,117.6526253098,118.1906708524,115.0620356604,115.2912032063,28499014,0.0,0.0,23.86,23.92,21.68,21.95,116.0,38.0,187.0,217.0,33.0,77.0,125.0,419.0,333.0,110.0,163.0,606.0,0.0,0.0,1.13,0.0,0.0,0.4497381410078657,0.1392381410078657
2022-08-03,16354348857.0,118,16 days,2.95,3346,439,2.9,4,2.95,4,1536.0,0.5231,-0.0927,9.8461,2.5785,-2.7078,20.934,0.0556,0.058,-0.0025,0.2941,0.0002,117.6526253098,118.1906708524,115.0620356604,115.2912032063,28499014,0.0,0.0,23.86,23.92,21.68,21.95,116.0,38.0,187.0,217.0,33.0,77.0,125.0,419.0,333.0,110.0,163.0,606.0,0.0,0.0,2.95,0.0,0.0,0.11441022980099323,-0.17488977019900676
2022-08-03,16354348857.0,118,30 days,4.12,271,34,4.0,20,4.1,4,103.0,0.5289,-0.0697,13.4697,4.7945,-5.1331,15.16,0.0399,0.0725,-0.0118,0.3093,0.0,117.6526253098,118.1906708524,115.0620356604,115.2912032063,28499014,0.0,0.0,23.86,23.92,21.68,21.95,116.0,38.0,187.0,217.0,33.0,77.0,125.0,419.0,333.0,110.0,163.0,606.0,0.0,0.0,4.12,0.0,0.0,0.1757015049744955,-0.11839849502550448
